name,sex,NameCount,Rand
Dia,M,3,"0,181411509"
Diaba,F,67,"0,202035071"
Diaby,M,30,"0,426844245"
Diadie,M,68,"0,633763611"
Diadié,M,11,"0,843371631"
Diaguely,M,3,"0,434092316"
Diaguily,M,3,"0,562075566"
Diahoumba,F,3,"0,804466479"
Diakhoumba,F,3,"0,274734345"
Diako,M,4,"0,100428237"
Diala,F,3,"0,350885378"
Dialika,F,3,"0,660210904"
Dialla,F,18,"0,243105871"
Diallo,F,9,"0,23394441"
Diamantino,M,3,"0,281557317"
Diamond,M,3,"0,101039904"
Diana,F,5460,"0,896717177"
Dianaba,F,3,"0,216033687"
Diane,F,16688,"0,601865081"
Diango,M,3,"0,968261579"
Dianke,F,3,"0,306493741"
Dianne,F,3,"0,485794848"
Diar,M,7,"0,323060508"
Diara,F,12,"0,979626951"
Diariatou,F,27,"0,806781396"
Diarietou,F,7,"0,11438803"
Diarra,F,36,"0,966979091"
Diary,F,3,"0,645932377"
Dicklan,M,3,"0,728465339"
Diclane,M,3,"0,183834633"
Didem,F,15,"0,335726098"
Didier,F,83,"0,064064377"
Didier,M,234396,"0,893721091"
Didiere,F,22,"0,923497853"
Diego,M,14549,"0,592477478"
Diégo,M,253,"0,066130297"
Diegue,M,6,"0,105037365"
Dienaba,F,87,"0,405712056"
Dieneba,F,67,"0,653683023"
Dieter,M,86,"0,442788326"
Dietmar,M,11,"0,732100422"
Dietrich,M,3,"0,93803699"
Dieudonne,M,204,"0,188173497"
Dieyna,F,3,"0,975625709"
Dieynaba,F,174,"0,63505115"
Dihya,F,15,"0,913973903"
Dikra,F,6,"0,346757632"
Dila,F,64,"0,914991544"
Dilan,M,248,"0,324555215"
Dilan,F,65,"0,204725222"
Dilane,M,6,"0,244265132"
Dilara,F,540,"0,22694271"
Dilay,F,12,"0,375060229"
Dilda,F,11,"0,420414518"
Dilek,F,111,"0,866621948"
Dilhan,M,38,"0,394573513"
Dillon,M,3,"0,278093462"
Dilwen,F,3,"0,294809528"
Dima,F,6,"0,496652939"
Dimitri,M,36134,"0,331581108"
Dimitry,M,446,"0,973569"
Dina,F,4922,"0,56309984"
Dîna,F,6,"0,104125009"
Dinah,F,28,"0,435065101"
Dinesh,M,3,"0,805570113"
Dinh,M,6,"0,657814773"
Dinis,M,42,"0,996070629"
Dino,M,239,"0,850210666"
Diogo,M,367,"0,725707529"
Dion,M,4,"0,373244907"
Dionisio,M,6,"0,851106343"
Diony,M,6,"0,894992656"
Dior,F,3,"0,559725179"
Diorobo,F,3,"0,723976676"
Diouma,F,15,"0,314186055"
Divina,F,3,"0,923631695"
Divine,F,499,"0,980085736"
Divya,F,15,"0,358548389"
Diwan,M,22,"0,253628939"
Diya,F,13,"0,923558107"
Diyana,F,3,"0,13027237"
Diyar,M,34,"0,286701527"
Diye,F,3,"0,632231227"
Djaden,M,6,"0,047805679"
Djael,M,3,"0,814644392"
Djaël,M,18,"0,2051698"
Djafar,M,7,"0,720583582"
Djaffar,M,7,"0,969781001"
Djahel,M,3,"0,826537096"
Djahid,M,3,"0,70166198"
Djahida,F,3,"0,605806131"
Djahyan,M,10,"0,491833281"
Djahyann,M,24,"0,882064483"
Djaida,F,4,"0,098122282"
Djaina,F,7,"0,27870012"
Djaïna,F,3,"0,134735669"
Djalil,M,105,"0,211188037"
Djallil,M,3,"0,753334886"
Djamael,M,8,"0,287212396"
Djamaël,M,3,"0,361512329"
Djamal,M,814,"0,908529294"
Djamel,M,5211,"0,373630543"
Djamela,F,16,"0,277376692"
Djamele,M,6,"0,256245009"
Djamella,F,6,"0,67198622"
Djamil,M,123,"0,617158683"
Djamila,F,4790,"0,14577492"
Djamilah,F,7,"0,300308507"
Djamilla,F,60,"0,451412478"
Djana,F,37,"0,619578816"
Djanaël,M,9,"0,56393111"
Djanel,M,3,"0,098282666"
Djanfar,M,3,"0,210662802"
Django,M,15,"0,986881365"
Djani,M,3,"0,086016272"
Djanis,M,6,"0,382223"
Djanna,F,6,"0,730787072"
Djannah,F,3,"0,40638365"
Djannat,F,3,"0,146208369"
Djanny,M,3,"0,451281542"
Djany,M,9,"0,588957186"
Djanyl,M,3,"0,13894548"
Djason,M,19,"0,736280047"
Djassim,M,6,"0,12495718"
Djawad,M,83,"0,263234898"
Djawed,M,42,"0,344503645"
Djaya,F,8,"0,878601853"
Djayan,M,81,"0,464413563"
Djayana,F,6,"0,473978508"
Djayann,M,82,"0,043000555"
Djayden,M,3,"0,998178448"
Djaylan,M,3,"0,180943376"
Djayson,M,3,"0,40560513"
Djebril,M,110,"0,146627629"
Djedjiga,F,3,"0,489854408"
Djefferson,M,3,"0,591732685"
Djelali,M,3,"0,3432231"
Djelan,M,8,"0,379359892"
Djelika,F,16,"0,389089889"
Djelloul,M,56,"0,521469433"
Djema,F,10,"0,618338042"
Djemaa,F,6,"0,618957268"
Djemael,M,26,"0,146057628"
Djémaël,M,20,"0,410831908"
Djemal,M,72,"0,898172461"
Djemel,M,259,"0,565151451"
Djemila,F,209,"0,13612537"
Djemy,M,3,"0,802790066"
Djena,F,581,"0,232752076"
Djéna,F,6,"0,464020602"
Djenaba,F,88,"0,958546456"
Djenabou,F,10,"0,060959963"
Djeneba,F,599,"0,932610931"
Djénéba,F,33,"0,900422727"
Djenebou,F,21,"0,512655575"
Djenna,F,634,"0,16719207"
Djennah,F,32,"0,546273898"
Djereba,F,3,"0,870604485"
Djeson,M,4,"0,157064222"
Djessim,M,209,"0,203791119"
Djessy,M,84,"0,06994479"
Djezon,M,15,"0,039430082"
Djibril,M,5434,"0,446093497"
Djibrile,M,3,"0,553264484"
Djibryl,M,23,"0,900199763"
Djiby,M,34,"0,787635983"
Djida,F,26,"0,221646967"
Djilali,M,282,"0,216196972"
Djilan,M,3,"0,148872588"
Djilani,M,3,"0,42298846"
Djilian,M,3,"0,493293072"
Djillali,M,45,"0,602663269"
Djime,M,29,"0,829110399"
Djimé,M,10,"0,437830256"
Djimmy,M,16,"0,810897884"
Djimy,M,3,"0,322480864"
Djina,F,6,"0,225321907"
Djino,M,38,"0,64164232"
Djita,F,6,"0,834950511"
Djordan,M,7,"0,550366285"
Djoudi,M,3,"0,53081865"
Djouher,F,3,"0,612994452"
Djoulia,F,3,"0,788885273"
Djoulian,M,14,"0,991156296"
Djouliane,M,3,"0,945662474"
Djouma,F,6,"0,06773411"
Djovany,M,6,"0,045414234"
Djulia,F,7,"0,326963055"
Djulian,M,145,"0,641150801"
Djuliann,M,5,"0,758387831"
Djulyan,M,13,"0,307808588"
Doan,M,3,"0,494944032"
Doctrove,M,147,"0,680710172"
Doctrove,F,4,"0,868135757"
Doctrovee,F,22,"0,948066557"
Doctrovee,M,15,"0,921650618"
Dogan,M,12,"0,561464467"
Dogukan,M,8,"0,095513999"
Doha,F,76,"0,874829055"
Dolaine,F,9,"0,097277235"
Dolene,F,57,"0,247602442"
Dolly,F,280,"0,554203787"
Dolores,F,6787,"0,724752401"
Dolorès,F,72,"0,691725727"
Dolovan,M,6,"0,945457691"
Domenica,F,57,"0,306458609"
Domenico,M,366,"0,335897268"
Domingo,M,64,"0,675362516"
Domingos,M,112,"0,202875286"
Dominic,M,29,"0,347869144"
Dominica,F,497,"0,888364438"
Dominico,M,3,"0,194194321"
Dominik,M,6,"0,73676765"
Dominika,F,3,"0,636577502"
Dominique,M,238613,"0,859507018"
Dominique,F,165891,"0,99728019"
Dominiquette,F,44,"0,42018729"
Domitilde,F,7,"0,028465833"
Domitille,F,2050,"0,399940377"
Domnine,F,6,"0,489734972"
Don,M,1055,"0,650139511"
Donadieu,M,32,"0,139182973"
Donald,M,376,"0,145379378"
Donat,M,388,"0,96238244"
Donat,F,27,"0,635019735"
Donata,F,6,"0,087019251"
Donate,F,3,"0,794105774"
Donatella,F,36,"0,705292161"
Donatien,F,6,"0,562723213"
Donatien,M,1717,"0,189858646"
Donatienne,F,560,"0,926139621"
Donato,M,39,"0,50623497"
Donavan,M,51,"0,153521047"
Dondu,F,3,"0,968353862"
Done,F,9,"0,748746269"
Donia,F,1870,"0,984326891"
Doniphan,M,7,"0,044782013"
Donna,F,155,"0,021765421"
Donovan,M,5390,"0,244175713"
Donya,F,10,"0,081513524"
Dora,F,689,"0,822755465"
Dorcas,F,42,"0,468723631"
Doreen,F,21,"0,079868474"
Dorette,F,96,"0,450453593"
Doria,F,507,"0,067605998"
Dorian,M,31473,"0,821762556"
Doriana,F,7,"0,459664503"
Doriane,F,8085,"0,402242875"
Doriann,M,9,"0,696632131"
Dorianne,F,190,"0,008374874"
Dorice,F,3,"0,59411043"
Dorienne,F,6,"0,426027682"
Dorina,F,6,"0,932809082"
Dorinda,F,3,"0,930379629"
Dorine,F,3945,"0,286299295"
Dorinne,F,10,"0,793360449"
Doris,M,9,"0,473965923"
Doris,F,3669,"0,227132657"
Dorise,F,3,"0,618055565"
Doron,M,25,"0,767492836"
Dorone,M,4,"0,267979462"
Dorothe,M,32,"0,5567563"
Dorothe,F,3,"0,595178135"
Dorothee,F,13380,"0,949201901"
Dorothee,M,139,"0,221683097"
Dorothée,F,2570,"0,914473442"
Dorothy,F,32,"0,770764072"
Dorra,F,13,"0,328399032"
Dorsaf,F,24,"0,378596313"
Doryan,M,463,"0,226330195"
Doryann,M,3,"0,204540591"
Dorys,F,3,"0,851845083"
Doua,F,15,"0,179448361"
Douaa,F,41,"0,483554644"
Douae,F,4,"0,541191801"
Douga,M,3,"0,678979301"
Douglas,M,218,"0,81710443"
Douha,F,6,"0,438540514"
Dounia,F,6985,"0,830277247"
Dounya,F,57,"0,34840068"
Dov,M,126,"0,885197307"
Dove,M,3,"0,186985055"
Dragan,M,202,"0,566727228"
Dragana,F,80,"0,917870663"
Dragica,F,3,"0,682803346"
Dragos,M,3,"0,193966098"
Dramane,M,118,"0,215260441"
Drazic,M,6,"0,241111918"
Drice,M,12,"0,622095848"
Drifa,F,3,"0,899892104"
Dris,M,7,"0,335075789"
Driss,M,2431,"0,442467449"
Drissa,M,12,"0,415430992"
Drissia,F,3,"0,977610168"
Drucila,F,10,"0,198887998"
Drucilla,F,34,"0,421803443"
Druon,M,9,"0,17372185"
Dryss,M,3,"0,162759639"
Drystan,M,3,"0,489985532"
Dua,F,6,"0,707506152"
Duane,M,3,"0,132148563"
Duarte,M,18,"0,409201415"
Duc,M,6,"0,605736069"
Dudu,F,3,"0,861801999"
Dulce,F,10,"0,166158169"
Dumenicu,M,14,"0,735217768"
Dumitru,M,3,"0,001539839"
Duncan,M,362,"0,352676067"
Dune,F,105,"0,503169939"
Dunya,F,3,"0,283510703"
Duran,M,3,"0,046577969"
Durand,M,29,"0,432211391"
Durmus,M,3,"0,905839031"
Dusan,M,7,"0,223114161"
Dusica,F,7,"0,955391102"
Duygu,F,17,"0,865786613"
Dvorah,F,4,"0,612096511"
Dwayne,M,122,"0,984844933"
Dyclan,M,25,"0,34441415"
Dyklan,M,3,"0,223967443"
Dylan,M,66312,"0,315179244"
Dylane,M,19,"0,616357"
Dylann,M,41,"0,178546714"
Dyna,F,78,"0,528196127"
Earvin,M,9,"0,469963766"
Eban,M,3,"0,134322914"
Ebenezer,M,3,"0,537589386"
Eberhard,M,3,"0,611111543"
Ebony,F,3,"0,742147954"
Ebrar,F,3,"0,352789642"
Ebru,F,175,"0,261536316"
Ebtissem,F,3,"0,346179578"
Ebubekir,M,6,"0,662980878"
Ecrin,F,64,"0,324777606"
Eda,F,675,"0,480040519"
Edan,M,53,"0,03844563"
Edanur,F,25,"0,290986444"
Eda-Nur,F,3,"0,975571657"
Edda,F,18,"0,132321826"
Eddie,M,2396,"0,889335983"
Eddie,F,4,"0,261698954"
Eddine,M,41,"0,191749556"
Eddy,M,21848,"0,661533207"
Edel,F,3,"0,296151807"
Edeline,F,3,"0,947708059"
Edem,M,132,"0,577459618"
Eden,F,8436,"0,532555735"
Eden,M,12381,"0,317268533"
Éden,F,74,"0,297310319"
Éden,M,409,"0,946731611"
Edene,F,19,"0,854571336"
Edène,F,16,"0,384284428"
Edenn,F,6,"0,591135674"
Edenn,M,3,"0,145589768"
Eder,M,3,"0,969305421"
Edern,M,84,"0,872123881"
Edese,F,6,"0,053155249"
Edgar,M,5144,"0,291231906"
Edgard,M,3731,"0,149706671"
Edgard,F,23,"0,907085646"
Edhen,M,13,"0,57288831"
Edi,M,3,"0,035791429"
Edie,F,4,"0,87119696"
Edilbert,M,18,"0,171856192"
Edilson,M,3,"0,50530658"
Edin,M,9,"0,043799987"
Edine,M,7,"0,725321701"
Edinson,M,4,"0,370125621"
Edis,M,3,"0,614689751"
Edite,F,3,"0,542751369"
Edith,F,52690,"0,949424298"
Edith,M,3,"0,046808428"
Édith,F,9,"0,559598946"
Edithe,F,766,"0,214374448"
Ediz,M,59,"0,998496753"
Edline,F,6,"0,633067419"
Edlyne,F,3,"0,548610306"
Edma,F,9,"0,934017632"
Edme,F,9,"0,564239393"
Edme,M,139,"0,268266801"
Edmee,F,2071,"0,649239681"
Edmée,F,6,"0,940888601"
Edmond,F,37,"0,137669709"
Edmond,M,51727,"0,653116039"
Edmonde,F,3435,"0,876940834"
Edmonise,F,3,"0,066252035"
Edmund,M,22,"0,722109437"
Edna,F,26,"0,859829978"
Edoardo,M,19,"0,858290085"
Edon,M,3,"0,741906271"
Edouard,F,102,"0,945975516"
Edouard,M,73363,"0,695786669"
Édouard,M,167,"0,429643112"
Edouardo,M,13,"0,097204874"
Edouarline,F,3,"0,722175437"
Edouarlise,F,54,"0,143353781"
Edson,M,37,"0,081002662"
Eduard,M,76,"0,443377614"
Eduarda,F,4,"0,488274809"
Eduardo,M,213,"0,247387857"
Edurne,F,7,"0,969371422"
Edvard,M,126,"0,074748557"
Edvige,F,9,"0,609119184"
Edvin,M,48,"0,429750323"
Edvina,F,4,"0,097712262"
Edward,M,1023,"0,067130862"
Edwige,M,384,"0,848496938"
Edwige,F,16004,"0,831761069"
Edwin,M,1444,"0,327242795"
Edwina,F,108,"0,48410471"
Edwing,M,6,"0,173039516"
Edwyn,M,3,"0,588279275"
Edy,M,67,"0,925736557"
Edzio,M,6,"0,92706843"
Efe,M,267,"0,173165598"
Effie,F,3,"0,769368032"
Efflam,M,75,"0,168023551"
Efisio,M,3,"0,526914817"
Eftelya,F,3,"0,727071924"
Ege,M,13,"0,900169134"
Egide,M,3,"0,980342344"
Egidio,M,20,"0,958954826"
Eglantine,F,2548,"0,334847823"
Églantine,F,13,"0,710412733"
Eglee,F,3,"0,680151453"
Egon,M,78,"0,55157508"
Egor,M,3,"0,720042678"
Ehouarn,M,7,"0,712660766"
Ehsan,M,3,"0,206024018"
Eidel,F,11,"0,113709997"
Eiden,M,3,"0,669826431"
Eïden,M,3,"0,487470293"
Eileen,F,500,"0,070872399"
Eireen,F,6,"0,173860733"
Eitan,M,53,"0,393197709"
Eithan,M,10,"0,994640767"
Eiya,F,3,"0,072725854"
Ekain,M,6,"0,027376692"
Ekaitz,M,35,"0,916409477"
Ekaterina,F,3,"0,047028025"
Ekhi,M,9,"0,989771984"
Eki,M,3,"0,137829801"
Ekram,F,3,"0,539421821"
El,F,18,"0,784357004"
El,M,1326,"0,13501212"
Ela,F,1209,"0,424469091"
Elad,M,9,"0,992278484"
Elaia,F,552,"0,512350182"
Elaïa,F,244,"0,402961045"
Elain,M,44,"0,946667827"
Elaine,F,9,"0,696032795"
Elamine,M,7,"0,453701758"
Elana,F,74,"0,028578978"
Élana,F,3,"0,065737531"
Elano,M,3,"0,845655371"
Elanur,F,29,"0,418096503"
Elarif,M,14,"0,242044528"
Elaura,F,23,"0,744329167"
Élaura,F,3,"0,398742537"
Elaya,F,13,"0,823553453"
Elazar,M,3,"0,758858192"
Elda,F,101,"0,090173456"
Eldar,M,6,"0,707892628"
Elder,M,9,"0,993440678"
Eldin,M,9,"0,3350464"
Elea,F,6953,"0,379419969"
Élea,F,3,"0,196897019"
Eléa,F,2723,"0,687384473"
Éléa,F,989,"0,610987544"
Eleana,F,316,"0,381592155"
Eléana,F,321,"0,631214115"
Éléana,F,37,"0,524977221"
Eleane,F,16,"0,521632162"
Eléane,F,7,"0,797923807"
Eléanna,F,3,"0,751783326"
Eleanor,F,488,"0,60202311"
Eléanor,F,126,"0,217416413"
Éléanor,F,19,"0,860452766"
Eleanore,F,199,"0,376377725"
Eléanore,F,276,"0,364935099"
Éléanore,F,98,"0,274132223"
Elen,F,128,"0,070676694"
Elena,F,18019,"0,219291991"
Élena,F,9,"0,63829496"
Eléna,F,4417,"0,338466979"
Éléna,F,1195,"0,563170716"
Elèna,F,21,"0,906686611"
Élèna,F,3,"0,346875603"
Elene,F,7,"0,055090054"
Eleni,F,3,"0,084276261"
Elenna,F,3,"0,417102251"
Eleodore,M,6,"0,744638536"
Eleona,F,9,"0,26975516"
Eleonor,F,55,"0,231870933"
Eléonor,F,9,"0,501837993"
Eleonora,F,27,"0,612118773"
Eleonore,F,13573,"0,429907965"
Eleonore,M,16,"0,93994838"
Eléonore,F,3115,"0,243011305"
Éléonore,F,1218,"0,81909854"
Eleuthere,M,21,"0,300620714"
Elfida,F,3,"0,353664524"
Elfie,F,41,"0,386487698"
Elfride,F,19,"0,399804033"
Elfriede,F,1039,"0,507103042"
Elfy,F,9,"0,951285376"
Elga,F,5,"0,890689614"
Elhad,M,4,"0,013353256"
Elhadj,M,78,"0,806082864"
Elhadji,M,30,"0,197915771"
Elham,F,12,"0,627460664"
Elhame,F,12,"0,121660043"
Eli,M,305,"0,763636582"
Éli,M,20,"0,853209427"
Elia,F,5200,"0,119787167"
Elia,M,59,"0,382629743"
Élia,F,215,"0,19564891"
Eliacin,M,13,"0,669112689"
Eliah,F,3,"0,716269801"
Eliah,M,12,"0,907908923"
Eliahou,M,24,"0,946514425"
Eliakim,M,103,"0,780692157"
Eliam,M,95,"0,24003052"
Éliam,M,3,"0,861471349"
Elian,M,1237,"0,198785709"
Eliana,F,1176,"0,766834907"
Éliana,F,26,"0,359852606"
Eliane,F,110843,"0,094371978"
Éliane,F,21,"0,198608934"
Elianna,F,3,"0,19031366"
Elianne,F,543,"0,954731165"
Eliano,M,22,"0,71108343"
Eliard,M,18,"0,264960655"
Elias,M,11432,"0,496951049"
Élias,M,167,"0,49795954"
Eliav,M,9,"0,33462749"
Eliaz,M,227,"0,353710837"
Elicia,F,3,"0,429978867"
Elida,F,7,"0,333059678"
Elidjah,M,17,"0,908419123"
Elie,F,120,"0,72428829"
Elie,M,37803,"0,746672466"
Élie,M,417,"0,327107432"
Élie,F,7,"0,053127213"
Eliel,M,107,"0,02747444"
Elien,M,75,"0,933187412"
Elienne,F,3,"0,866241771"
Eliere,M,3,"0,363728144"
Elies,M,720,"0,123213667"
Eliès,M,7,"0,648574267"
Eliette,F,4829,"0,322515176"
Eliezer,M,24,"0,835730742"
Elif,F,2726,"0,98582813"
Elijah,M,1428,"0,331463321"
Elijah,F,18,"0,236821569"
Élijah,M,6,"0,320864767"
Elikia,M,7,"0,364300782"
Elikia,F,6,"0,320489773"
Elikya,F,40,"0,784693297"
Elimane,M,6,"0,00134033"
Elin,M,110,"0,997663603"
Elina,F,9000,"0,765127633"
Élina,F,657,"0,737387222"
Eline,F,5730,"0,758591196"
Éline,F,564,"0,889315366"
Elinor,F,49,"0,858000228"
Elinore,F,3,"0,035304417"
Elio,M,5040,"0,554634792"
Élio,M,293,"0,041306387"
Elion,M,7,"0,057771303"
Eliona,F,3,"0,617986027"
Elior,M,59,"0,47472234"
Eliora,F,91,"0,923018846"
Elios,M,6,"0,888486604"
Eliot,M,9037,"0,935172832"
Éliot,M,32,"0,071495308"
Eliote,M,3,"0,106304269"
Elioth,M,20,"0,203894989"
Eliott,M,19070,"0,251349658"
Éliott,M,105,"0,097676789"
Elis,F,3,"0,943511984"
Elisa,F,49520,"0,634083302"
Élisa,F,721,"0,793990554"
Elisabelle,F,14,"0,021225895"
Elisabeta,F,3,"0,981372843"
Elisabete,F,304,"0,677531993"
Elisabeth,F,158276,"0,31442447"
Elisabeth,M,52,"0,358044885"
Élisabeth,F,89,"0,940462574"
Elisabethe,F,33,"0,721112155"
Elisabette,F,3,"0,931288609"
Elisca,F,3,"0,550567741"
Elise,F,112446,"0,319230139"
Elise,M,45,"0,488052573"
Élise,F,2117,"0,230869841"
Eliséa,F,4,"0,209824785"
Elisee,M,522,"0,685715674"
Elisee,F,3,"0,000995843"
Elisée,M,3,"0,801059024"
Elisei,M,14,"0,780411966"
Elisemee,F,6,"0,639418671"
Elisemene,F,8,"0,996601975"
Elisene,F,15,"0,512803947"
Eliseo,M,10,"0,714416756"
Elisette,F,35,"0,76709879"
Elisha,F,24,"0,144574587"
Elisha,M,11,"0,359584026"
Elisheva,F,45,"0,034097196"
Elisien,M,20,"0,364841557"
Eliska,F,3,"0,177746685"
Elissa,F,654,"0,889688726"
Élissa,F,3,"0,027181245"
Eliya,F,25,"0,405795628"
Eliyah,F,50,"0,32481475"
Eliyahou,M,3,"0,789212397"
Eliz,F,39,"0,47242008"
Eliza,F,503,"0,329029938"
Elizabete,F,79,"0,583037377"
Elizabeth,F,1846,"0,273818536"
Elizan,F,9,"0,48684564"
Elizaveta,F,3,"0,552703584"
Elizéa,F,3,"0,093751587"
Elizio,M,6,"0,240922332"
Elke,F,47,"0,371195145"
Ella,F,4740,"0,386903042"
Ellana,F,10,"0,190012103"
Ellande,M,124,"0,112885363"
Ellea,F,3,"0,546097341"
Ellen,F,73,"0,439980618"
Elli,F,16,"0,921726608"
Ellia,F,6,"0,16530934"
Elliane,F,6,"0,82857542"
Ellie,F,1750,"0,714089134"
Elline,F,3,"0,605057633"
Elliot,M,5892,"0,044416938"
Elliott,M,987,"0,373107729"
Elly,F,236,"0,692993885"
Ellya,F,4,"0,036803103"
Ellyn,F,86,"0,073298185"
Ellyne,F,18,"0,562462128"
Elma,F,54,"0,384353057"
Elmedin,M,13,"0,119415138"
Elmedina,F,9,"0,347085782"
Elmire,F,221,"0,656315663"
Eloa,F,58,"0,301808146"
Eloah,F,3,"0,511818708"
Eloan,M,917,"0,792039795"
Éloan,M,12,"0,231782349"
Eloane,F,1645,"0,862147697"
Éloane,F,54,"0,022801408"
Eloann,F,3,"0,017589876"
Eloann,M,31,"0,332397858"
Eloanne,F,3,"0,771233846"
Elodie,F,154632,"0,852533471"
Élodie,F,2263,"0,707706612"
Elody,F,176,"0,116964054"
Elohan,M,7,"0,796685227"
Elohim,M,27,"0,847594521"
Eloi,F,29,"0,048312779"
Eloi,M,5929,"0,409988677"
Éloi,M,172,"0,43324794"
Eloic,M,20,"0,658510064"
Eloine,F,9,"0,063233561"
Eloïne,F,3,"0,575524969"
Elois,M,14,"0,755966642"
Eloisa,F,4,"0,068559741"
Eloise,F,20438,"0,801233968"
Eloïse,F,6741,"0,539413526"
Éloïse,F,857,"0,535407"
Eloisha,F,15,"0,032085028"
Elon,M,54,"0,326936823"
Elona,F,1038,"0,107971434"
Elone,M,43,"0,489450888"
Elora,F,1956,"0,063714449"
Élora,F,18,"0,049220282"
Elorri,F,343,"0,463667022"
Elouan,M,5895,"0,170775191"
Élouan,M,27,"0,402594944"
Elouane,F,17,"0,542655963"
Elouann,M,373,"0,335804664"
Elouen,M,197,"0,164147325"
Elouenn,M,9,"0,873578138"
Elouna,F,3,"0,818741983"
Elowan,M,48,"0,602760286"
Elowann,M,3,"0,208458116"
Eloy,M,9,"0,483656993"
Eloyse,F,3,"0,23977977"
Elphege,M,11,"0,40033317"
Elric,M,21,"0,068896146"
Elrick,M,3,"0,927143101"
Elsa,F,43014,"0,442095204"
Else,F,878,"0,448660514"
Elsie,F,55,"0,092002016"
Elsy,F,9,"0,864272778"
Elton,M,9,"0,239455065"
Elvan,F,6,"0,221506868"
Elvan,M,4,"0,61690786"
Elven,M,22,"0,2387108"
Elvia,F,10,"0,222637724"
Elvin,F,16,"0,216495664"
Elvin,M,47,"0,824948229"
Elvina,F,396,"0,372352128"
Elvine,F,4,"0,931092738"
Elvio,M,3,"0,276293888"
Elvira,F,174,"0,200079129"
Elvire,F,1741,"0,729091209"
Elvis,M,697,"0,865324037"
Elwan,M,63,"0,978230778"
Elwann,M,6,"0,653728274"
Elwen,M,33,"0,712108227"
Elwen,F,3,"0,567697434"
Elwenn,F,13,"0,058653881"
Elwire,F,7,"0,99528573"
Ely,F,138,"0,414166016"
Ely,M,125,"0,591515663"
Elya,F,2971,"0,970516338"
Élya,F,32,"0,299864813"
Elyah,F,38,"0,296757562"
Elyakim,M,6,"0,799946942"
Elyam,M,23,"0,657658357"
Elyan,M,95,"0,817591518"
Elyana,F,534,"0,535958687"
Élyana,F,6,"0,999415757"
Elyanah,F,3,"0,079608344"
Elyane,F,485,"0,497736177"
Elyanna,F,30,"0,678980212"
Elyas,M,2049,"0,447894932"
Elyes,M,2628,"0,153396944"
Elyès,M,13,"0,991032866"
Elyess,M,14,"0,879516403"
Elyesse,M,3,"0,007344216"
Elyette,F,16,"0,07393096"
Elyjah,M,16,"0,390648491"
Elykia,F,7,"0,117124462"
Elyn,F,35,"0,049713445"
Elyna,F,2006,"0,099729229"
Élyna,F,51,"0,525039524"
Elyne,F,2686,"0,378631032"
Élyne,F,51,"0,926293287"
Elynn,F,117,"0,212801305"
Elyo,M,543,"0,091995462"
Elyon,M,3,"0,237324378"
Elyot,M,18,"0,301000405"
Elyott,M,12,"0,163446202"
Elysa,F,234,"0,227927954"
Elysabeth,F,3,"0,086390071"
Elyse,F,371,"0,806999615"
Elysee,M,24,"0,528241623"
Elyssa,F,638,"0,896636308"
Elyssia,F,3,"0,342323565"
Elza,F,346,"0,488794572"
Elzear,M,3,"0,676998775"
Ema,F,3777,"0,129031571"
Éma,F,6,"0,149081184"
Emanuel,M,169,"0,168899406"
Emanuella,F,6,"0,695093564"
Emanuelle,F,16,"0,023378683"
Emel,F,57,"0,532949603"
Emelia,F,48,"0,17530219"
Emelie,F,1739,"0,453489049"
Emelina,F,3,"0,999379525"
Emeline,F,32249,"0,872636995"
Émeline,F,121,"0,766148098"
Emelyne,F,1352,"0,023645061"
Emerance,F,38,"0,826810215"
Emerante,F,13,"0,726236165"
Emerantine,F,3,"0,190183409"
Emeraude,F,63,"0,873046339"
Emerence,F,18,"0,818204464"
Emeric,M,6430,"0,734495881"
Émeric,M,3,"0,47047727"
Emerick,M,673,"0,151384851"
Emerson,M,6,"0,4699959"
Emery,M,19,"0,121079061"
Emi,F,95,"0,855587252"
Emidio,M,3,"0,421982786"
Emie,F,1932,"0,433863233"
Émie,F,105,"0,210307254"
Emil,M,202,"0,58530283"
Emila,F,11,"0,706508659"
Emiland,M,14,"0,351299456"
Emile,F,30,"0,977149211"
Emile,M,162065,"0,816308124"
Émile,M,536,"0,288151993"
Emilia,F,4423,"0,988929925"
Émilia,F,9,"0,145389991"
Emiliana,F,19,"0,800907168"
Emiliane,F,3,"0,312378947"
Emiliano,M,17,"0,905339122"
Emilie,F,189403,"0,361552212"
Émilie,F,3170,"0,260818532"
Emilien,M,19671,"0,978135684"
Émilien,M,62,"0,020346971"
Emilienne,F,42798,"0,095198301"
Emilio,M,1267,"0,392931494"
Emilly,F,8,"0,631617635"
Emily,F,2884,"0,348255995"
Emilya,F,9,"0,937234809"
Emin,M,130,"0,934427346"
Emina,F,6,"0,430854811"
Emine,M,3,"0,700196997"
Emine,F,425,"0,273880579"
Emir,M,2270,"0,708094365"
Émir,M,26,"0,65115994"
Emira,F,7,"0,939265484"
Emircan,M,7,"0,141302974"
Emire,F,14,"0,880338133"
Emirhan,M,265,"0,845040964"
Emjy,M,3,"0,165366147"
Emma,F,151159,"0,664056755"
Emma,M,59,"0,091581429"
Émma,F,17,"0,993395543"
Emma-Lou,F,3,"0,887049284"
Emma-Louise,F,16,"0,459994806"
Emmanuel,M,131044,"0,736672396"
